일자,자치구,총사용수(B),총사용수(S),평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥)
2024-01-09,종로구,1302,236080,-1.7,-3.1,-0.7,1.5,0.0424,0.0027,0.66,0.0031,30.0,24.0
2024-01-09,중구,942,262055,-2.4,-3.9,-1.0,1.0,0.0441,0.0026,0.63,0.0033,26.0,22.0
2024-01-09,중랑구,989,65268,-0.7,-2.6,0.4,1.0,0.0383,0.0044,0.49,0.0025,26.0,19.0
2024-01-10,강남구,2038,415073,0.2,-3.0,4.8,0.0,0.0422,0.0051,0.72,0.0031,68.0,56.0
2024-01-10,강동구,2663,96735,-0.3,-3.8,4.1,0.0,0.045,0.0063,0.8,0.0026,65.0,55.0
2024-01-10,강북구,785,46698,-2.3,-5.7,3.5,0.0,0.0312,0.0078,0.82,0.0024,64.0,49.0
2024-01-10,강서구,10266,188119,-1.1,-4.1,2.9,0.0,0.0429,0.007,0.83,0.0037,80.0,53.0
2024-01-10,관악구,1522,155795,-1.9,-4.3,2.3,0.0,0.0411,0.006,0.78,0.0031,74.0,54.0
2024-01-10,광진구,3316,63791,0.0,-3.2,3.8,0.0,0.0486,0.0063,0.71,0.0026,58.0,46.0
2024-01-10,구로구,2964,130519,-1.5,-4.5,2.4,0.0,0.0279,0.0064,0.69,0.0027,78.0,61.0
2024-01-10,금천구,1451,103416,-0.4,-1.8,2.9,0.0,0.0335,0.008,0.66,0.0024,73.0,66.0
2024-01-10,노원구,3762,165969,-3.2,-9.2,3.9,0.0,0.0412,0.0071,0.88,0.0032,76.0,60.0
2024-01-10,도봉구,1387,92767,-2.0,-6.4,6.4,0.0,0.0356,0.0104,0.9,0.0029,65.0,56.0
2024-01-10,동대문구,2251,102660,-0.2,-3.3,4.6,0.0,0.0455,0.0062,0.91,0.0035,69.0,54.0
2024-01-10,동작구,1214,91949,-1.4,-5.5,4.2,0.0,0.0398,0.0069,0.7,0.0026,71.0,59.0
2024-01-10,마포구,3092,265249,-0.8,-3.8,2.9,0.0,0.0418,0.0037,0.84,0.0028,64.0,59.0
2024-01-10,서대문구,1283,94246,-1.8,-5.2,2.1,0.0,0.0395,0.0056,1.12,0.0044,65.0,56.0
2024-01-10,서초구,1790,146316,-0.1,-2.3,3.9,0.0,0.0357,0.0053,0.66,0.0027,75.0,59.0
2024-01-10,성동구,2776,125533,0.1,-2.4,3.8,0.0,0.04,0.0057,0.71,0.0024,65.0,47.0
2024-01-10,성북구,1415,48508,-1.2,-4.6,3.4,0.0,0.0385,0.0065,1.01,0.003,69.0,54.0
2024-01-10,송파구,5294,201660,0.6,-2.5,4.3,0.0,0.0437,0.0037,0.78,0.0027,59.0,44.0
2024-01-10,양천구,4956,36749,-0.5,-2.8,2.9,0.0,0.0444,0.0058,0.9,0.0032,82.0,68.0
2024-01-10,영등포구,6684,329893,-0.2,-2.7,3.4,0.0,0.0414,0.0048,0.82,0.0032,68.0,60.0
2024-01-10,용산구,1172,0,-0.3,-3.3,3.2,0.0,0.0398,0.0056,0.78,0.0027,59.0,45.0
2024-01-10,은평구,1593,124327,-3.7,-8.8,2.8,0.0,0.0362,0.0064,1.11,0.003,66.0,53.0
2024-01-10,종로구,2640,244232,-2.1,-4.2,2.2,0.0,0.0389,0.0065,0.83,0.0033,70.0,64.0
2024-01-10,중구,1957,267243,-2.2,-4.5,2.1,0.0,0.0408,0.0049,0.76,0.0032,64.0,58.0
2024-01-10,중랑구,1803,66244,0.0,-3.0,4.1,0.0,0.0425,0.0062,0.77,0.0025,60.0,52.0
2024-01-11,강남구,2628,418745,1.9,-2.4,4.9,0.0,0.0403,0.0077,0.62,0.0033,65.0,52.0
2024-01-11,강동구,3331,95711,2.1,-1.8,5.0,0.0,0.0474,0.0062,0.75,0.0028,64.0,53.0
2024-01-11,강북구,997,47357,1.6,-4.2,4.7,0.0,0.0338,0.0143,0.69,0.0029,67.0,52.0
2024-01-11,강서구,11387,187308,2.2,-2.4,5.6,0.0,0.0431,0.0093,0.73,0.0039,70.0,47.0
2024-01-11,관악구,1943,157730,0.5,-4.2,3.8,0.0,0.0403,0.0093,0.71,0.0033,63.0,44.0
2024-01-11,광진구,3946,63274,2.0,-1.4,4.8,0.0,0.0495,0.0059,0.65,0.0026,66.0,57.0
2024-01-11,구로구,3356,130247,1.4,-3.1,5.1,0.0,0.0288,0.0082,0.61,0.0029,67.0,51.0
2024-01-11,금천구,1657,103512,1.9,-2.1,5.0,0.0,0.0368,0.008,0.69,0.0028,67.0,57.0
2024-01-11,노원구,4540,164085,1.2,-4.1,4.8,0.0,0.045,0.0067,0.69,0.0032,71.0,57.0
2024-01-11,도봉구,1665,92243,1.5,-4.4,4.7,0.0,0.0372,0.014,0.61,0.0031,62.0,51.0
2024-01-11,동대문구,2693,103443,2.0,-1.5,4.9,0.0,0.0439,0.0078,0.76,0.0034,66.0,50.0
2024-01-11,동작구,1515,92206,1.5,-4.8,5.6,0.0,0.0381,0.0107,0.6,0.0028,64.0,52.0
2024-01-11,마포구,3493,266822,1.9,-2.7,5.6,0.0,0.0421,0.0075,0.69,0.0032,52.0,50.0
2024-01-11,서대문구,1520,93998,1.2,-3.4,4.4,0.0,0.037,0.011,0.73,0.0044,61.0,49.0
2024-01-11,서초구,2354,150138,1.9,-2.7,5.1,0.0,0.034,0.0081,0.56,0.0028,70.0,51.0
2024-01-11,성동구,3276,123209,1.9,-1.8,4.9,0.0,0.0405,0.0059,0.64,0.0026,66.0,46.0
2024-01-11,성북구,1793,48515,1.4,-2.3,4.2,0.0,0.0381,0.0084,0.87,0.003,65.0,49.0
2024-01-11,송파구,6903,199344,2.4,-1.2,5.1,0.0,0.0425,0.0072,0.65,0.0029,56.0,42.0
2024-01-11,양천구,5402,36884,2.3,-1.7,5.4,0.0,0.0443,0.0082,0.75,0.0034,68.0,55.0
2024-01-11,영등포구,7317,330984,2.4,-1.6,5.4,0.0,0.0403,0.0092,0.68,0.0034,58.0,50.0
2024-01-11,용산구,1428,0,2.2,-1.7,5.3,0.0,0.039,0.0072,0.68,0.003,55.0,41.0
2024-01-11,은평구,1892,124181,0.3,-4.6,4.2,0.0,0.0402,0.0093,0.58,0.0032,63.0,48.0
2024-01-11,종로구,3180,247071,0.3,-4.3,3.8,0.0,0.0383,0.0084,0.73,0.0035,68.0,60.0
2024-01-11,중구,2272,263690,0.1,-4.0,2.8,0.0,0.0414,0.0074,0.68,0.0033,59.0,52.0
2024-01-11,중랑구,2277,65765,2.1,-1.4,4.8,0.0,0.0464,0.0063,0.68,0.0029,58.0,50.0
2024-01-12,강남구,2747,425884,2.3,-0.8,5.8,0.0,0.0254,0.0233,0.53,0.0034,58.0,39.0
2024-01-12,강동구,3338,97928,2.1,-0.9,6.0,0.0,0.0317,0.0205,0.68,0.0028,59.0,38.0
2024-01-12,강북구,1060,47827,0.6,-2.2,4.2,0.0,0.0157,0.0307,0.55,0.0031,55.0,36.0
2024-01-12,강서구,11556,192395,1.1,-2.4,4.5,0.0,0.0278,0.0218,0.58,0.0039,62.0,34.0
2024-01-12,관악구,1921,165298,0.2,-2.5,5.0,0.0,0.0281,0.0198,0.6,0.003,62.0,37.0
2024-01-12,광진구,3935,66981,2.6,0.7,4.8,0.0,0.0221,0.0246,0.31,0.0026,28.0,10.0
2024-01-12,구로구,3493,132596,1.2,-2.1,5.2,0.0,0.0205,0.0176,0.54,0.003,64.0,39.0
2024-01-12,금천구,1614,103335,2.2,0.5,5.2,0.0,0.0302,0.0175,0.64,0.0031,59.0,41.0
2024-01-12,노원구,5003,169029,0.0,-4.5,5.3,0.0,0.024,0.0232,0.59,0.0034,62.0,41.0
2024-01-12,도봉구,1776,95576,0.4,-3.2,5.4,0.0,0.0138,0.0343,0.36,0.0033,55.0,37.0
2024-01-12,동대문구,2801,106762,2.1,0.1,4.5,0.0,0.0224,0.0245,0.58,0.0036,57.0,36.0
2024-01-12,동작구,1521,97770,0.9,-3.3,5.0,0.0,0.0301,0.0202,0.56,0.003,63.0,43.0
2024-01-12,마포구,3670,277724,0.9,-1.5,4.5,0.0,0.0296,0.019,0.58,0.0031,53.0,37.0
2024-01-12,서대문구,1595,98251,0.0,-2.4,4.1,0.0,0.023,0.0227,0.62,0.0039,55.0,38.0
2024-01-12,서초구,2387,160645,2.3,0.6,4.9,0.0,0.0197,0.0214,0.48,0.003,65.0,38.0
2024-01-12,성동구,3246,126947,2.3,0.5,4.9,0.0,0.0229,0.0219,0.5,0.0027,56.0,31.0
2024-01-12,성북구,1825,49127,1.3,-1.0,4.0,0.0,0.0218,0.0208,0.66,0.003,55.0,35.0
2024-01-12,송파구,7328,204400,2.5,0.8,5.5,0.0,0.0288,0.0224,0.58,0.0032,57.0,33.0
2024-01-12,양천구,5441,37408,2.0,0.2,4.5,0.0,0.0319,0.0195,0.63,0.0034,61.0,40.0
2024-01-12,영등포구,7572,343509,2.1,0.5,4.9,0.0,0.0264,0.0228,0.58,0.0033,54.0,38.0
2024-01-12,용산구,1422,0,2.0,0.1,5.0,0.0,0.0231,0.0206,0.61,0.003,55.0,32.0
2024-01-12,은평구,1898,127051,-1.7,-5.2,4.0,0.0,0.0248,0.0189,0.45,0.0031,57.0,35.0
2024-01-12,종로구,3238,251196,0.2,-2.0,4.3,0.0,0.0204,0.0267,0.58,0.0034,59.0,44.0
2024-01-12,중구,2267,272056,-0.3,-2.2,2.9,0.0,0.023,0.0227,0.53,0.0032,51.0,38.0
2024-01-12,중랑구,2441,67411,2.2,0.2,4.8,0.0,0.0285,0.0213,0.56,0.003,49.0,38.0
2024-01-13,강남구,1889,246712,1.0,-2.6,6.3,0.0,0.0307,0.0173,0.46,0.0035,24.0,12.0
2024-01-13,강동구,2961,65747,0.0,-3.6,5.4,0.0,0.0343,0.0138,0.67,0.003,25.0,11.0
2024-01-13,강북구,959,39809,-1.0,-4.7,4.8,0.0,0.0254,0.0176,0.54,0.0029,23.0,13.0
2024-01-13,강서구,7710,132010,-0.6,-5.1,5.4,0.0,0.0341,0.0148,0.53,0.0039,27.0,12.0
2024-01-13,관악구,1661,133386,-0.9,-4.8,5.1,0.0,0.0318,0.0159,0.54,0.003,25.0,12.0
2024-01-13,광진구,3130,57819,1.3,-2.2,5.3,0.0,0.0308,0.015,0.43,0.0027,25.0,11.0
2024-01-13,구로구,2569,88144,0.1,-4.1,5.6,0.0,0.0225,0.0148,0.47,0.0032,27.0,12.0
2024-01-13,금천구,856,40467,1.4,-1.6,6.1,0.0,0.0358,0.0129,0.63,0.0032,25.0,12.0
2024-01-13,노원구,4370,128141,-2.8,-8.5,5.2,0.0,0.0325,0.0136,0.63,0.0041,27.0,14.0
2024-01-13,도봉구,1491,73743,-1.3,-6.1,8.2,0.0,0.0277,0.0195,0.32,0.0031,21.0,12.0
2024-01-13,동대문구,2119,79645,1.2,-2.5,5.5,0.0,0.0301,0.0193,0.56,0.0038,25.0,12.0
2024-01-13,동작구,1304,75364,-1.5,-6.0,6.7,0.0,0.0334,0.0164,0.45,0.0029,22.0,12.0
2024-01-13,마포구,2944,232970,1.0,-2.9,5.6,0.0,0.032,0.0159,0.52,0.0031,23.0,13.0
2024-01-13,서대문구,1278,77495,-0.3,-4.6,4.9,0.0,0.0284,0.0158,0.64,0.0043,25.0,15.0
2024-01-13,서초구,1747,130672,0.9,-2.7,5.7,0.0,0.0274,0.0143,0.42,0.0032,28.0,10.0
2024-01-13,성동구,2200,82744,1.7,-1.3,5.5,0.0,0.0271,0.0184,0.43,0.0029,23.0,10.0
2024-01-13,성북구,1521,34826,0.2,-3.3,4.9,0.0,0.0262,0.0164,0.53,0.0031,27.0,12.0
2024-01-13,송파구,5949,133844,2.0,-1.2,5.5,0.0,0.0312,0.0184,0.51,0.0031,27.0,12.0
2024-01-13,양천구,4666,25233,1.6,-1.8,5.6,0.0,0.0355,0.0146,0.56,0.0035,26.0,13.0
2024-01-13,영등포구,5279,226101,1.8,-1.7,6.5,0.0,0.0304,0.0177,0.49,0.0033,22.0,13.0
2024-01-13,용산구,1236,0,0.7,-3.0,6.0,0.0,0.0294,0.016,0.58,0.0031,28.0,13.0
2024-01-13,은평구,1762,94983,-3.0,-7.8,5.7,0.0,0.0269,0.0153,0.33,0.0032,23.0,10.0
2024-01-13,종로구,1959,191740,-0.4,-4.5,5.8,0.0,0.0265,0.0211,0.54,0.0035,24.0,15.0
2024-01-13,중구,1304,163713,-0.6,-3.7,4.1,0.0,0.0285,0.0174,0.49,0.0035,20.0,12.0
2024-01-13,중랑구,2081,50060,1.0,-2.1,5.4,0.0,0.0286,0.0165,0.47,0.0028,20.0,12.0
2024-01-14,강남구,848,137121,0.0,-2.5,3.5,2.5,0.0355,0.008,0.61,0.003,31.0,23.0
2024-01-14,강동구,1329,43984,-0.7,-3.5,1.8,2.5,0.0374,0.0062,0.79,0.0026,31.0,22.0
2024-01-14,강북구,445,25736,-1.2,-3.8,1.6,4.0,0.0332,0.0095,0.69,0.0024,32.0,24.0
2024-01-14,강서구,3524,92159,-0.2,-3.7,4.5,1.0,0.041,0.0115,0.83,0.0037,35.0,21.0
2024-01-14,관악구,903,88514,-0.3,-3.4,3.7,3.0,0.0385,0.01,0.78,0.0024,35.0,22.0
2024-01-14,광진구,1492,39131,0.4,-1.8,3.4,1.0,0.0301,0.0093,0.56,0.0022,29.0,20.0
2024-01-14,구로구,1235,58560,-0.4,-3.5,3.9,1.5,0.0274,0.0096,0.68,0.0026,37.0,24.0
2024-01-14,금천구,427,25653,0.7,-2.7,4.9,3.0,0.0332,0.0133,0.74,0.0028,32.0,23.0
2024-01-14,노원구,1896,86305,-2.2,-6.8,1.5,1.5,0.0379,0.0072,0.77,0.0035,36.0,26.0
2024-01-14,도봉구,661,51087,-1.7,-4.7,1.9,2.0,0.0372,0.0106,0.64,0.0027,30.0,24.0
2024-01-14,동대문구,900,50681,-0.1,-2.2,2.1,1.5,0.0415,0.0072,0.83,0.0033,35.0,24.0
2024-01-14,동작구,620,47190,-0.6,-4.7,5.2,3.0,0.0402,0.0099,0.69,0.0025,34.0,23.0
2024-01-14,마포구,1300,162769,0.3,-3.9,3.8,2.0,0.0418,0.0076,0.79,0.003,32.0,24.0
2024-01-14,서대문구,614,50788,-0.3,-4.6,3.1,2.0,0.0339,0.0108,0.8,0.005,31.0,24.0
2024-01-14,서초구,705,100787,-0.1,-3.6,4.5,3.0,0.0317,0.0084,0.67,0.0028,34.0,22.0
2024-01-14,성동구,987,53446,0.4,-2.3,2.8,2.0,0.0364,0.0074,0.64,0.0023,32.0,21.0
2024-01-14,성북구,742,25291,-0.5,-3.8,2.9,2.5,0.0368,0.0063,0.79,0.0025,33.0,26.0
2024-01-14,송파구,2562,88886,0.6,-1.6,4.0,1.0,0.0376,0.0081,0.69,0.0027,31.0,21.0
2024-01-14,양천구,2196,16331,1.0,-2.5,4.6,2.0,0.0404,0.0108,0.78,0.0032,35.0,23.0
2024-01-14,영등포구,2389,152687,0.9,-2.5,4.7,3.0,0.0371,0.0109,0.73,0.0031,31.0,23.0
2024-01-14,용산구,554,0,0.1,-2.5,3.4,3.0,0.0382,0.0069,0.79,0.0028,33.0,21.0
2024-01-14,은평구,759,63305,-1.4,-5.4,6.9,2.5,0.028,0.0152,0.6,0.0032,31.0,20.0
2024-01-14,종로구,844,115465,-1.2,-4.7,3.1,2.0,0.0387,0.0084,0.84,0.0032,34.0,28.0
2024-01-14,중구,540,111533,-0.7,-5.1,2.5,2.5,0.0385,0.0083,0.75,0.0032,30.0,24.0
2024-01-14,중랑구,912,45789,0.1,-1.9,2.2,2.5,0.0376,0.0068,0.67,0.0025,29.0,23.0
2024-01-15,강남구,2199,402629,-2.2,-5.0,1.6,0.0,0.0203,0.0238,0.39,0.0032,23.0,12.0
2024-01-15,강동구,2826,92934,-2.5,-6.1,2.5,0.0,0.0205,0.0237,0.56,0.0031,21.0,7.0
2024-01-15,강북구,916,44771,-4.1,-8.3,0.9,0.0,0.0111,0.031,0.39,0.0026,19.0,11.0
2024-01-15,강서구,10132,182660,-3.0,-5.8,1.0,0.0,0.0164,0.0276,0.38,0.0035,23.0,7.0
2024-01-15,관악구,1560,147528,-4.4,-8.6,0.0,0.0,0.0181,0.0237,0.41,0.0027,23.0,9.0
2024-01-15,광진구,3281,60071,-2.3,-5.1,0.8,0.0,0.0159,0.0256,0.34,0.0025,24.0,10.0
2024-01-15,구로구,3062,125733,-3.7,-6.7,0.4,0.0,0.0135,0.0208,0.39,0.0032,25.0,7.0
2024-01-15,금천구,1427,101475,-3.0,-5.8,1.0,0.0,0.0204,0.0224,0.42,0.0029,23.0,8.0
2024-01-15,노원구,3792,157232,-3.4,-8.8,1.8,0.0,0.0117,0.0288,0.37,0.003,23.0,12.0
2024-01-15,도봉구,1413,87790,-3.4,-8.4,4.7,0.0,0.0123,0.0318,0.24,0.003,17.0,10.0
2024-01-15,동대문구,2330,98810,-2.3,-5.6,2.1,0.0,0.0189,0.0246,0.47,0.0035,22.0,11.0
2024-01-15,동작구,1170,88552,-2.6,-5.8,2.0,0.0,0.0195,0.0242,0.37,0.0028,24.0,10.0
2024-01-15,마포구,3083,254500,-4.0,-6.9,0.1,0.0,0.0197,0.0238,0.41,0.0029,22.0,10.0
2024-01-15,서대문구,1370,90184,-4.4,-8.1,0.0,0.0,0.0153,0.0252,0.34,0.0035,22.0,12.0
2024-01-15,서초구,2039,143109,-2.3,-5.0,1.1,0.0,0.0155,0.0235,0.35,0.0032,27.0,8.0
2024-01-15,성동구,2748,115680,-2.4,-5.2,1.4,0.0,0.0194,0.0224,0.37,0.0026,22.0,10.0
2024-01-15,성북구,1625,46260,-3.5,-6.7,0.7,0.0,0.0152,0.0235,0.39,0.0025,19.0,10.0
2024-01-15,송파구,6219,190818,-2.1,-4.9,1.8,0.0,0.0222,0.0237,0.45,0.0028,27.0,12.0
2024-01-15,양천구,4595,35124,-2.7,-5.4,0.8,0.0,0.0206,0.0239,0.42,0.0031,23.0,9.0
2024-01-15,영등포구,6441,316383,-2.9,-5.4,1.5,0.0,0.0179,0.0274,0.39,0.0033,20.0,9.0
2024-01-15,용산구,1163,0,-2.8,-5.8,0.7,0.0,0.0185,0.0219,0.45,0.0031,25.0,10.0
2024-01-15,은평구,1558,119118,-5.8,-10.3,0.7,0.0,0.0165,0.0221,0.32,0.0034,22.0,10.0
2024-01-15,종로구,2692,228503,-4.7,-8.0,0.1,0.0,0.0155,0.0276,0.42,0.003,22.0,14.0
2024-01-15,중구,1864,252520,-5.4,-8.2,-0.7,0.0,0.0172,0.0247,0.39,0.0034,18.0,11.0
2024-01-15,중랑구,1959,86926,-2.4,-5.5,2.3,0.0,0.0189,0.0241,0.4,0.0027,19.0,10.0
2024-01-16,강남구,2519,416164,-1.8,-6.7,4.7,0.0,0.037,0.0116,0.53,0.0033,31.0,18.0
2024-01-16,강동구,3082,95256,-2.3,-7.1,4.3,0.0,0.0345,0.0147,0.72,0.0033,30.0,15.0
2024-01-16,강북구,938,45915,-3.6,-8.9,3.3,0.0,0.0268,0.0165,0.53,0.0028,27.0,17.0
2024-01-16,강서구,11062,186490,-2.5,-7.4,3.4,0.0,0.039,0.0127,0.59,0.0038,33.0,13.0
2024-01-16,관악구,1815,152692,-3.9,-9.5,3.1,0.0,0.0409,0.0102,0.67,0.0029,34.0,19.0
2024-01-16,광진구,3785,61822,-1.6,-5.6,3.4,0.0,0.0286,0.0161,0.44,0.0024,28.0,14.0
2024-01-16,구로구,3324,129149,-2.6,-7.5,3.4,0.0,0.0273,0.0106,0.54,0.0033,39.0,18.0
2024-01-16,금천구,1719,102491,-1.3,-5.7,3.6,0.0,0.0408,0.0095,0.66,0.003,33.0,19.0
2024-01-16,노원구,4294,161372,-4.5,-10.9,3.7,0.0,0.0333,0.0147,0.59,0.0036,32.0,19.0
2024-01-16,도봉구,1521,91711,-3.2,-9.1,6.7,0.0,0.0324,0.0168,0.42,0.003,26.0,18.0
2024-01-16,동대문구,2571,100975,-1.8,-6.5,4.1,0.0,0.04,0.0135,0.65,0.0038,31.0,16.0
2024-01-16,동작구,1347,90584,-3.6,-8.6,5.1,0.0,0.0423,0.0099,0.62,0.0028,33.0,20.0
2024-01-16,마포구,3418,259472,-1.5,-6.8,3.2,0.0,0.0394,0.0111,0.58,0.0033,30.0,17.0
2024-01-16,서대문구,1606,92725,-2.9,-8.3,3.2,0.0,0.0334,0.0129,0.76,0.0064,30.0,19.0
2024-01-16,서초구,2269,145702,-1.8,-6.9,4.0,0.0,0.035,0.0095,0.51,0.0033,37.0,17.0
2024-01-16,성동구,3179,120779,-1.1,-5.2,4.1,0.0,0.0343,0.0139,0.53,0.0031,31.0,14.0
2024-01-16,성북구,1767,47284,-2.7,-7.6,3.8,0.0,0.0322,0.0136,0.61,0.0029,31.0,17.0
2024-01-16,송파구,6756,196755,-0.9,-5.2,4.1,0.0,0.0339,0.0162,0.58,0.0031,33.0,16.0
2024-01-16,양천구,5043,36661,-1.1,-5.2,3.6,0.0,0.0407,0.0119,0.62,0.0034,33.0,17.0
2024-01-16,영등포구,7232,324929,-0.9,-5.0,3.8,0.0,0.037,0.0134,0.57,0.0034,29.0,17.0
2024-01-16,용산구,1379,0,-1.8,-6.5,3.8,0.0,0.0395,0.01,0.65,0.0033,32.0,16.0
2024-01-16,은평구,1755,122807,-4.8,-11.2,4.0,0.0,0.0314,0.0124,0.41,0.0033,27.0,13.0
2024-01-16,종로구,3079,238583,-3.3,-8.2,3.6,0.0,0.0364,0.0134,0.7,0.0035,31.0,21.0
2024-01-16,중구,2109,261593,-3.1,-7.6,2.1,0.0,0.0374,0.0097,0.62,0.0036,26.0,18.0
2024-01-16,중랑구,2208,89012,-1.8,-6.6,3.7,0.0,0.0275,0.0174,0.45,0.0027,24.0,16.0
2024-01-17,강남구,1111,419504,0.6,-2.4,1.9,9.0,0.0429,0.0021,0.62,0.0032,36.0,26.0
2024-01-17,강동구,1524,96056,-0.2,-3.0,2.3,7.5,0.0449,0.0025,0.85,0.0028,35.0,27.0
2024-01-17,강북구,435,45457,-0.1,-4.0,1.8,7.0,0.0431,0.0028,0.76,0.0028,34.0,26.0
2024-01-17,강서구,5334,186334,0.1,-3.8,1.7,4.5,0.0547,0.0024,0.99,0.0043,40.0,23.0
2024-01-17,관악구,798,153534,-0.3,-4.1,1.1,10.0,0.05,0.002,0.84,0.0031,41.0,26.0
2024-01-17,광진구,1818,62102,0.5,-1.5,2.1,4.5,0.0354,0.0051,0.55,0.0022,30.0,22.0
2024-01-17,구로구,1542,128374,0.4,-3.0,1.9,6.0,0.0337,0.0027,0.72,0.0029,41.0,29.0
2024-01-17,금천구,826,102606,1.0,-1.3,2.4,10.5,0.051,0.0025,0.85,0.0032,41.0,31.0
2024-01-17,노원구,1940,162856,-0.7,-6.8,1.0,4.5,0.0492,0.0026,0.83,0.0034,44.0,33.0
2024-01-17,도봉구,707,91026,-0.3,-5.0,1.6,2.5,0.0496,0.0037,0.83,0.0029,39.0,31.0
2024-01-17,동대문구,1277,102423,0.3,-1.8,1.9,4.5,0.0509,0.0023,0.83,0.0035,37.0,26.0
2024-01-17,동작구,649,90811,0.6,-4.4,2.3,10.0,0.0492,0.0014,0.75,0.0028,41.0,32.0
2024-01-17,마포구,1479,262182,0.9,-0.3,2.2,8.0,0.0504,0.0022,0.87,0.003,33.0,25.0
2024-01-17,서대문구,790,92470,0.2,-2.5,1.7,8.0,0.042,0.0065,0.79,0.0046,29.0,22.0
2024-01-17,서초구,961,148839,0.8,-3.2,2.5,9.5,0.0415,0.0006,0.69,0.003,41.0,29.0
2024-01-17,성동구,1431,121518,0.6,-1.0,2.1,8.5,0.0455,0.0023,0.65,0.003,40.0,24.0
2024-01-17,성북구,840,47569,0.2,-2.0,1.5,7.5,0.0444,0.0025,0.82,0.0027,35.0,28.0
2024-01-17,송파구,3084,199792,0.8,-1.0,2.5,4.0,0.0444,0.0029,0.74,0.0029,45.0,25.0
2024-01-17,양천구,2327,36025,1.2,-0.9,2.3,12.0,0.0564,0.0016,0.97,0.0034,42.0,29.0
2024-01-17,영등포구,3275,330425,1.2,-0.2,2.5,9.5,0.0495,0.0023,0.85,0.0035,37.0,29.0
2024-01-17,용산구,614,0,0.7,-2.4,1.9,9.5,0.0479,0.0019,0.78,0.0031,33.0,22.0
2024-01-17,은평구,856,121758,-0.7,-6.2,1.4,6.5,0.0439,0.0045,0.62,0.0034,30.0,18.0
2024-01-17,종로구,1459,247617,-0.8,-3.5,0.4,8.5,0.0462,0.0025,0.84,0.0034,36.0,31.0
2024-01-17,중구,943,269372,-1.1,-2.5,0.8,4.5,0.0467,0.0023,0.75,0.0034,31.0,27.0
2024-01-17,중랑구,983,88747,0.4,-1.8,1.8,8.0,0.0448,0.0028,0.64,0.0026,32.0,26.0
2024-01-18,강남구,2391,418061,5.1,1.7,10.4,1.0,0.0308,0.0133,0.52,0.0032,27.0,21.0
2024-01-18,강동구,2990,96732,4.5,1.1,9.4,0.0,0.0312,0.0143,0.66,0.0023,23.0,21.0
2024-01-18,강북구,957,46641,3.3,0.8,8.9,0.0,0.0267,0.0139,0.58,0.0029,26.0,22.0
2024-01-18,강서구,10171,189124,4.4,1.0,9.5,0.0,0.0282,0.0151,0.55,0.0029,27.0,19.0
2024-01-18,관악구,1647,156900,3.6,0.1,8.5,1.0,0.0321,0.0126,0.58,0.0031,25.0,18.0
2024-01-18,광진구,3549,63400,4.9,1.6,9.3,0.0,0.0247,0.0158,0.5,0.0025,23.0,18.0
2024-01-18,구로구,3140,130664,4.6,0.8,9.3,0.0,0.0219,0.0112,0.52,0.0025,29.0,22.0
2024-01-18,금천구,1682,103327,4.9,1.7,9.5,1.0,0.0303,0.0113,0.57,0.0029,24.0,21.0
2024-01-18,노원구,3975,163796,3.7,0.4,9.3,0.0,0.0255,0.0156,0.52,0.0027,27.0,21.0
2024-01-18,도봉구,1527,92370,3.8,0.0,12.3,0.0,0.0264,0.0184,0.51,0.0029,26.0,23.0
2024-01-18,동대문구,2504,104512,4.9,1.3,9.5,0.0,0.0307,0.0133,0.59,0.0032,26.0,20.0
2024-01-18,동작구,1323,92737,4.8,0.7,10.6,0.5,0.033,0.0132,0.53,0.0027,26.0,21.0
2024-01-18,마포구,3477,266040,4.4,0.7,9.6,0.5,0.0285,0.0143,0.53,0.0028,23.0,22.0
2024-01-18,서대문구,1355,92541,3.8,0.2,9.0,0.5,0.027,0.0149,0.64,0.0029,25.0,22.0
2024-01-18,서초구,2149,149178,5.0,1.8,9.6,1.0,0.0257,0.0101,0.48,0.0027,29.0,21.0
2024-01-18,성동구,3127,122706,5.0,1.7,9.3,0.5,0.0275,0.0144,0.5,0.0029,28.0,19.0
2024-01-18,성북구,1671,48340,4.0,0.9,9.1,0.0,0.0253,0.0142,0.54,0.0022,26.0,21.0
2024-01-18,송파구,6584,201658,5.4,1.8,10.4,0.0,0.0309,0.0136,0.56,0.0029,25.0,19.0
2024-01-18,양천구,4841,36927,4.9,1.4,9.5,0.5,0.0323,0.0125,0.58,0.0031,29.0,22.0
2024-01-18,영등포구,7134,332370,5.0,1.5,10.2,0.5,0.0304,0.0134,0.57,0.0029,27.0,23.0
2024-01-18,용산구,1461,0,4.9,1.6,9.9,1.0,0.0298,0.0121,0.62,0.0028,23.0,17.0
2024-01-18,은평구,1739,123947,4.3,0.3,9.2,0.5,0.0169,0.0253,0.46,0.0022,16.0,12.0
2024-01-18,종로구,3159,248113,3.3,0.0,8.0,0.5,0.0283,0.0155,0.64,0.0034,27.0,24.0
2024-01-18,중구,2232,266273,2.8,-0.1,6.6,0.0,0.0312,0.0121,0.6,0.0031,23.0,21.0
